IBGE;MUNIC;UF;REG;CAPITAL;AMZ;IBRAM;IPS24;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;VABAG;VABIND;VABSER;VABADM;VABTOT;PIB;PIBPC;ARRECADA;POBE23;POB23
1301902;Itacoatiara;AM;NO;0;1;0;58,6;71,5;60,64;43,66;72,86;79,43;83,05;50,66;66,75;57,39;65,33;53,06;39,05;44,46;57,07;34,06;465660,83;182494,04;926007,19;576311,3;2150473,35;2350463,02;22590,61;132106814,7;50490;5616
1301951;Itamarati;AM;NO;0;1;0;46,7;49,37;53,69;37,05;56,3;32,3;68,2;40,68;67,15;26,34;61;60,27;30,83;8,49;75,24;33,64;42943,84;6480,86;23316,66;59016,12;131757,48;135619,96;17438,6;3208567,78;7943;453
1302009;Itapiranga;AM;NO;0;1;0;56,89;68;65,45;37,23;71,68;61,35;75,97;62,99;66,89;63,08;66,15;65,67;28,41;29,32;63,04;28,13;40381,98;9291,06;31590,67;64053,78;145317,48;152509,18;16377,7;3173614,54;6182;635
1302108;Japurá;AM;NO;0;1;0;43,81;48,88;48,94;33,62;52,67;60,36;78,1;4,37;47,36;24,49;59,02;64,9;30,78;18,79;51,14;33,78;16662,74;6035,54;21849,74;37323,42;81871,44;85808,93;48893,98;6830908,57;4925;680
1302207;Juruá;AM;NO;0;1;0;52,01;70,05;50,06;35,92;71,63;48,66;88,78;71,12;61,43;25,39;55,27;58,17;26,45;19,82;70,7;26,71;21456,02;6747,5;20684,75;85089,41;133977,67;138073,55;8910,85;1813838,11;7416;289
1302306;Jutaí;AM;NO;0;1;0;44,74;58,26;48,06;27,91;60,12;62,68;69,71;40,53;46,17;24,56;64,31;57,21;26,74;17,64;57;10,26;77531,4;14841,71;52066,18;114027,22;258466,52;266376,71;19787,31;5575793,17;18261;1046
1302405;Lábrea;AM;NO;0;1;0;47,86;66,43;47,11;30,05;73,54;48,59;82,76;60,82;56,11;44,7;64,62;23;28,77;17,93;56,49;17;234933,72;25786,64;106796,75;233507,82;601024,93;625198,55;13111,01;12101891,09;33655;669
1302504;Manacapuru;AM;NO;0;1;0;54,6;66,43;61,69;35,7;64,05;66,37;78,72;56,58;69,62;55,84;62,49;58,8;40,86;28,55;47,5;25,88;409120,9;142289,41;368854,47;552761,49;1473026,28;1544675,04;15506,76;41103245,92;67669;4236
1302553;Manaquiri;AM;NO;0;1;0;53,15;64,72;54,23;40,5;73,63;29,21;81,29;74,74;64,5;39,92;62,82;49,66;34,16;28,18;76,07;23,59;93213,2;14926,05;33241,91;162979,67;304360,83;311334,94;9162,03;9434303,08;12228;674
1302603;Manaus;AM;NO;1;1;0;64,35;68,27;67,77;57;71,22;78,95;86,65;36,28;70,18;74,43;56,48;69,98;51,41;54,66;61,8;60,14;201066,73;37697008,57;33086598,86;11279397,52;82264071,68;103281436;45782,75;21672348076;599446;183986
1302702;Manicoré;AM;NO;0;1;0;49,3;63,73;45,36;38,81;71,21;45,57;79,94;58,22;56,76;27,54;65,03;32,11;56,73;21,33;62,47;14,7;184244,06;41055,75;128372,59;303517,61;657190;686279,2;11955,04;23866625,43;22630;6178
1302801;Maraã;AM;NO;0;1;0;46,89;64,34;49,67;26,67;73,04;51,3;74,35;58,68;44,73;25,55;66,69;61,69;24,98;20,94;45,17;15,61;18701,16;7816,92;25730,48;119439,42;171687,96;176217,18;9630,41;6567466,63;13527;571
1302900;Maués;AM;NO;0;1;0;47,71;56,25;53,3;33,57;67,96;41,22;71,61;44,22;54,75;34,37;67,32;56,76;42,06;28,09;33,34;30,77;67606,85;36745,6;119688,2;344043,17;568083,82;595826,61;9005,98;25013422,88;44787;1685
1303007;Nhamundá;AM;NO;0;1;0;52,6;67,42;60,6;29,79;67,32;70,07;55,81;76,46;70,21;41,67;68,6;61,91;20,59;15,77;66,86;15,93;27468,29;9860,06;41753,52;119446,7;198528,57;207005,2;9535,02;9160210,83;14241;620
1303106;Nova Olinda do Norte;AM;NO;0;1;0;49,92;62,24;56,26;31,26;61,59;46,28;79,92;61,16;58,46;44,03;63,78;58,76;47,71;22,13;47,99;7,19;39756,61;20970,98;57933,07;207199,97;325860,63;341652,22;8836,21;28704518,34;20518;1097
1303205;Novo Airão;AM;NO;0;1;0;55,79;72,7;60,38;34,29;71,03;80,17;80,74;58,87;64,54;50,78;61,77;64,4;42,89;24,2;44,7;25,37;8944,54;12582,54;40620,82;117356,83;179504,73;186533,35;9146,03;11985353,85;8637;1438
1303304;Novo Aripuanã;AM;NO;0;1;0;48,53;60,48;44,54;40,58;66,46;65,19;80,19;30,06;61,43;24,35;69,27;23,09;38,6;21,93;88,67;13,13;56186,23;15548,87;39474,28;133342,09;244551,47;252421,95;9545,89;14537320,39;12207;797
1303403;Parintins;AM;NO;0;1;0;57,98;74,99;60,71;38,25;71,53;85,16;83,77;59,51;72,92;52,22;60,71;56,99;31,07;43,33;54,02;24,56;290478,7;92451,05;358506,63;594532,91;1335969,29;1426984,35;12255,21;90501162,17;65342;3852
1303502;Pauini;AM;NO;0;1;0;42,63;53,18;48,19;26,52;53,44;43,98;69,41;45,9;53,63;25,49;62,36;51,3;46,43;17,64;35,81;6,19;37032,25;7530,6;32920,29;116552,87;194036,01;199541,32;10172,38;2970810,85;12548;749
1303536;Presidente Figueiredo;AM;NO;0;1;1;55,35;62,29;58,57;45,19;72,49;57,51;79,99;39,16;65,88;46,04;57,59;64,78;41,4;39,21;64,12;36,02;95258,7;433687,22;193115,42;266747,61;988808,94;1031905,06;27087,68;53358163,25;14854;3070
1303569;Rio Preto da Eva;AM;NO;0;1;0;53,73;65,3;60,8;35,09;72,55;57,8;81;49,87;62,12;53,1;58,35;69,63;34,57;36,33;49,38;20,09;87221,95;40821,4;77028,98;175770,12;380842,44;407145,84;11680,8;9504380,51;10898;3307
1303601;Santa Isabel do Rio Negro;AM;NO;0;1;0;48,12;61,83;50,14;32,38;69,44;55,9;60,6;61,38;62,66;19,2;49,83;68,86;35,88;24,02;39,72;29,9;17852,92;6115,78;25474,22;131235,41;180678,33;185816,96;6994,54;1881381,73;8863;374
1303700;Santo Antônio do Içá;AM;NO;0;1;0;50,34;63,48;55,02;32,53;73,71;26,9;77,66;75,63;58,61;26,76;64,7;70,03;44,78;17,65;54,42;13,26;26918,4;12934,35;46551,26;139600,06;226004,06;237314,01;11360,72;7629783,47;13776;4063
1303809;São Gabriel da Cachoeira;AM;NO;0;1;0;44,81;57,35;50,82;26,25;60,08;51,5;51,08;66,74;52,01;28,61;55,45;67,21;23,62;30,33;42,93;8,13;25902,23;25535,97;92871,27;258740,75;403050,22;423053,8;8995,21;25262935,13;29162;3571
1303908;São Paulo de Olivença;AM;NO;0;1;0;48,69;63,98;53,29;28,82;64,6;37,38;86,22;67,71;61,31;24,43;63,56;63,85;44,8;22,56;34,63;13,29;36479,82;13702,98;50082,73;225716,8;325982,32;334131,3;8182,07;5247615,6;25088;1830
1303957;São Sebastião do Uatumã;AM;NO;0;1;0;51,32;65,46;61,08;27,44;70,37;70,3;85,27;35,89;71,78;43,26;63,12;66,16;29,12;25,05;35,55;20,04;20957,96;6870,79;24320,89;80211,34;132360,97;136609,08;9307,06;5290946,58;6144;621
1304005;Silves;AM;NO;0;1;0;54,09;69,75;59,7;32,83;64,83;62,23;76,93;75,02;69,4;44,41;63,24;61,77;17,49;20,64;69,22;23,95;58571,85;20700,24;23226,14;64095,64;166593,88;175041,61;18843,97;14502237,12;7835;304
1304062;Tabatinga;AM;NO;0;1;0;46,87;52,33;54,54;33,75;72,23;42,77;89,75;4,55;62,36;35,06;51,29;69,43;20,45;25,21;54,11;35,22;20270,65;50521,18;227285,61;396660,21;694737,65;758035,6;11065,89;42499186,57;29063;7782
1304104;Tapauá;AM;NO;0;1;0;45,78;61,81;50,1;25,42;67,54;61,36;76,94;41,43;62,55;31,92;55,71;50,22;13,76;17,64;41,14;29,15;59592,2;11910,63;40964,38;119938,94;232406,14;239943,81;14218,05;3296629,18;8812;4267
1304203;Tefé;AM;NO;0;1;0;51,16;68,6;54,56;30,33;66,41;68,84;86,65;52,5;56,54;41,37;60,16;60,18;56,54;23,13;32,37;9,27;191608,33;227130,13;249040,97;383685,14;1051464,57;1098392,4;18538,27;34648617,11;38181;6611
1304237;Tonantins;AM;NO;0;1;0;50,01;62,51;54,82;32,7;65,35;39,23;87,43;58,04;64,07;20,07;74,58;60,57;42,57;16;52,03;20,19;13061,86;7588,65;33006,73;125811,3;179468,54;185410,26;9738,96;5711484,36;12326;934
1304260;Uarini;AM;NO;0;1;0;45,66;67,57;48,77;20,64;58;70,83;79,15;62,29;53,48;23,12;63,06;55,42;21,19;17,86;38,38;5,15;81995,86;10922,66;39393,96;88151,53;220464;229208,98;16562,54;2316753,58;10865;198
1304302;Urucará;AM;NO;0;1;0;52,91;69,74;58,09;30,91;69,38;75,52;84,99;49,06;68,19;38,97;58,02;67,2;18,62;24,55;65,72;14,73;51039,81;10448,59;37696,33;99414,01;198598,73;205655,74;12847,86;7123821,64;11065;478
1304401;Urucurituba;AM;NO;0;1;0;59,37;75,87;61,63;40,61;77,5;78,12;83,44;64,44;69,69;46,97;66,38;63,46;28,68;30,72;82,07;20,96;34163,77;12699,26;43384,16;134009,79;224256,98;232660,62;9654,77;3506451,06;15028;426
1400027;Amajari;RR;NO;0;1;0;43,38;49,39;42,09;38,66;47,8;45,75;60,39;43,62;52,53;24,38;52,38;39,06;33,55;23,16;66,48;31,44;62983,34;10213,14;21937,63;142661,5;237795,61;240826,1;17758,73;3717558,49;6125;579
1400050;Alto Alegre;RR;NO;0;1;0;38,38;36,8;48,26;30,08;39,37;44,56;63,27;0;65,23;25,87;52,05;49,88;42,19;20,94;34,83;22,36;146584,68;14739,16;49570,39;167565,79;378460,01;385506,66;25280,78;5042346,63;6003;2927
1400100;Boa Vista;RR;NO;1;1;0;62,76;72,73;66,64;48,89;66,15;79,99;90,73;54,06;69,96;73,2;54,54;68,87;41,08;54,76;47,8;51,94;190927,99;1306705,24;5625759,11;4791542,7;11914935,04;13493364,05;30906,19;1831789496;60367;38486
1400159;Bonfim;RR;NO;0;1;0;42,27;54,81;48,74;23,28;68,1;52,34;53,07;45,73;58,8;36,92;52,28;46,95;21,32;23,25;24,51;24,04;274520,07;22091,1;70214,95;147193,34;514019,46;522405,21;41131,03;6088125,05;12055;681
1400175;Cantá;RR;NO;0;1;0;44,9;50,62;48,42;35,67;64,75;36,69;67,7;33,33;57,01;29,16;60,02;47,49;47,19;24,97;45,34;25,17;58179,61;19722,88;38823,33;205699,66;322425,47;353071,27;18334,7;20774188,93;13240;937
1400209;Caracaraí;RR;NO;0;1;0;48,43;59,82;53,69;31,8;55,07;58,66;76,33;49,21;64,59;46,99;57,87;45,3;27,25;35,76;44,09;20,09;68071,32;22712,45;89619,92;253062,04;433465,73;453297,54;20026,4;10661597;12716;1277
1400233;Caroebe;RR;NO;0;1;0;48,64;62,5;50,63;32,78;77,13;48,25;79,74;44,88;53,12;44,85;60,78;43,77;24,79;24,08;62,23;20,01;73570,28;6606,55;33952,2;116438,52;230567,55;236787,8;22349,01;7575155,01;6034;972
1400282;Iracema;RR;NO;0;1;0;49,46;59,38;54,16;34,84;63,65;56,92;78,29;38,66;56,83;41,07;75,89;42,84;28,98;22,61;53,88;33,9;38618,32;5929,14;24504,89;135327,43;204379,78;208476,68;16497,32;1918088,38;4217;358
1400308;Mucajaí;RR;NO;0;1;0;47,87;58,41;54,9;30,28;65,01;65,9;81,75;20,98;64,8;47,47;61,32;46,01;34,57;31,02;41,67;13,88;70846,36;19885,32;81158,59;199047,9;370938,17;393852,03;21310,03;17045476,63;14411;490
1400407;Normandia;RR;NO;0;1;0;44,95;48,3;49,16;37,4;65,84;37,61;37,65;52,09;57,32;27,2;50,5;61,62;26,9;19,02;67,38;36,3;39995,82;6996,67;21175,35;131584,78;199752,63;202859,42;17232,37;10375377,84;10804;536
1400456;Pacaraima;RR;NO;0;1;0;47,8;56,71;54,54;32,15;65,1;42,53;54,89;64,33;57,57;39,5;57,91;63,18;24,25;25,75;64,27;14,32;10377,61;12128,26;60785,46;222587,81;305879,14;329091,96;16366,22;9630068,18;8638;2954
1400472;Rorainópolis;RR;NO;0;1;0;48,32;54,56;55,81;34,58;61,66;37,74;69,93;48,9;59,21;48,68;64,04;51,33;31,98;30,34;47,41;28,6;104178,46;42449,47;161711,39;352449,26;660788,58;732355,77;23333,09;17764680,12;12460;2415
1400506;São João da Baliza;RR;NO;0;1;0;51,4;61,31;58,41;34,48;63,15;62,16;73,72;46,21;63,11;51,43;65,79;53,33;39,68;31,23;44,72;22,31;43138,36;36301,84;51108,52;95075,72;225624,45;327768,1;38597,28;9435372,4;3498;778
1400605;São Luiz;RR;NO;0;1;0;54,46;69,45;57,83;36,11;71,51;58,87;82,5;64,91;63,96;48,28;68,5;50,6;22,93;41,14;67,23;13,14;43740,1;7045,59;25915,57;92071,48;168772,75;178971,58;21740,96;2672833,85;4628;493
1400704;Uiramutã;RR;NO;0;1;0;37,63;42,34;45,05;25,51;57,05;35,99;10,47;65,83;56,55;12,39;51,41;59,85;35,41;18,58;34,6;13,47;8657,09;2202,06;12597,85;118438,18;141895,17;143945,31;13069,3;7000963,71;9741;1041
1500107;Abaetetuba;PA;NO;0;1;0;51,53;52,85;61,25;40,5;66,44;30,89;65,27;48,78;63,56;54,04;60,47;66,93;41,37;42,05;49,77;28,81;272103,46;73666,59;754254,4;670593,46;1770617,9;1949340,72;12150,04;81889852,76;112419;2653
1500131;Abel Figueiredo;PA;NO;0;1;0;51,06;66,23;53,69;33,27;64,44;70,63;92,06;37,79;55,06;61,13;51,87;46,68;27,39;24,6;57,07;24,03;27211,23;9397,1;24595,19;36435,17;97638,68;105495,79;13998,91;8920591,78;4497;246
1500206;Acará;PA;NO;0;1;0;48,75;51,92;48,06;46,27;68,92;29,79;64,13;44,83;43,47;39,98;60,27;48,5;50,62;25,17;83,13;26,16;904959,24;58507,48;130361,03;313189,38;1407017,13;1433439,84;25714,69;45792855,6;37961;3615
1500305;Afuá;PA;NO;0;1;0;50,72;55,71;54,86;41,59;73,95;20,8;66,58;61,49;43,15;35,63;72,44;68,23;41,92;22,89;75,2;26,35;174162,2;20325;46217,53;191434,06;432138,78;444235,79;11130,94;7155055,31;29820;2073
1500347;Água Azul do Norte;PA;NO;0;1;1;50,09;64,42;50,87;34,98;73,31;43,9;83,57;56,89;56,91;39,02;67,81;39,77;25,66;24,85;67,9;21,53;239535,88;123817,8;63740,66;123931,05;551025,39;643132,32;23136,75;14109775,7;8656;588
1500404;Alenquer;PA;NO;0;1;0;49,03;56,3;55,57;35,22;49,08;29,18;72,8;74,16;55,1;47,39;67,27;52,51;19,26;23,83;78,8;18,98;302185,38;24543,19;135317,1;258579,52;720625,2;745403,1;12988,38;29818259,13;40763;1515
1500503;Almeirim;PA;NO;0;1;1;50,76;61,9;52,69;37,68;63,44;65,72;74,84;43,59;41,53;59,8;62,03;47,39;23,48;23,01;80,13;24,09;88297,44;217317,12;118135,5;197733,88;621483,95;688370,09;20220,01;45848383,66;23202;651
1500602;Altamira;PA;NO;0;1;1;44,95;54,22;51,81;28,82;68,62;52,21;81,48;14,59;66,96;63,49;55,85;20,95;14,78;43,07;32,29;25,13;429743,8;443335,1;1337699,12;570385,42;2781163,45;3120219,1;26595,8;211101560,8;40757;9479
1500701;Anajás;PA;NO;0;1;0;44,68;46,51;51,84;35,7;74,2;14,88;39,81;57,16;45,77;29,29;64,78;67,5;22,37;21,37;81,45;17,6;38552,12;7923,8;38003,87;159908,81;244388,6;259019,58;8607,88;24889574,45;26987;832
1500800;Ananindeua;PA;NO;0;1;0;54,5;60,56;67,03;35,91;68,56;44,89;89,38;39,4;67,64;71,8;61,21;67,46;31,22;46,35;38,08;28,01;13285,36;1035393,93;4679662,84;1834169,43;7562511,57;8939829,78;16542,68;1123888624;84746;58716
1500859;Anapu;PA;NO;0;1;0;42,3;45,61;47,77;33,53;62,1;36,95;75,24;8,15;46,61;52,68;60,62;31,17;20,14;21,61;78,19;14,17;235104,42;22742,91;140291,94;147061,99;545201,26;588032,29;20061,15;24640594,58;24571;367
1500909;Augusto Corrêa;PA;NO;0;1;0;47,69;49,35;54,84;38,88;50,05;28,21;50,42;68,72;51,65;47,73;59,87;60,09;32,88;25,19;70,2;27,26;67395,74;12566,89;56588,75;215340,53;351891,92;363770,78;7750,19;29035164,9;33481;1571
1500958;Aurora do Pará;PA;NO;0;1;0;48,79;56,83;53,01;36,51;68,22;51,71;63,01;44,4;54,03;39,87;64,75;53,38;18,91;24,66;76,54;25,94;88250,28;9620;47444,52;152319,85;297634,64;308632,69;9584,87;8464534,64;15636;1185
1501006;Aveiro;PA;NO;0;1;0;46,76;63,98;45,27;31,05;75,59;42,26;60,93;77,12;51,2;19,55;75,43;34,88;20,84;21,76;66,91;14,67;49842,17;8062,35;12942,23;78223,85;149070,61;151969,22;9254,57;8814695,81;8728;686
1501105;Bagre;PA;NO;0;1;0;45,8;61,45;51,59;24,37;70,83;47,24;58,93;68,82;39,37;32,12;70,96;63,92;18,51;17,76;47,73;13,47;85696,12;6408,75;23148,4;131039,53;246292,81;250547,55;7837,69;3330108;17804;650
1501204;Baião;PA;NO;0;1;0;50,69;64,44;50,88;36,74;70,98;63,37;61,75;61,65;43,57;36,43;68,71;54,81;33,4;24,49;70,53;18,57;265130,8;15628,9;63250,41;207917,5;551927,62;562146,66;11367,06;12751270,87;23455;676
1501253;Bannach;PA;NO;0;1;0;38,89;51,07;41,19;24,42;68,87;47,27;76,54;11,61;44,99;41,69;66,82;11,27;23,81;12,84;39,5;21,53;90752,55;1601,07;10297,57;23385,46;126036,65;129007,48;39829,41;5740546,16;1309;314
1501303;Barcarena;PA;NO;0;1;1;54,3;60,03;62,71;40,16;71,08;29,98;78,92;60,16;55,14;67,11;62,35;66,21;41,49;36,54;47,17;35,44;181645,83;4694504,23;1468420,9;623039,07;6967610,02;9243936,59;71473,92;887593468,6;45358;12334
1501402;Belém;PA;NO;1;1;0;62,51;71,93;66,24;49,37;67,11;73,59;84,05;62,96;64,4;74,21;60,72;65,62;26,95;67,33;32,13;71,05;99129,2;3545283,07;17761260,92;5719640,39;27125313,58;33467126,22;22216,33;9881703051;469324;60930
1501451;Belterra;PA;NO;0;1;0;53,12;66,85;56,13;36,38;58,38;70,03;75,94;63,06;65,1;42,26;61,95;55,21;20,91;25,91;74,45;24,26;86223,27;10165,49;40850,98;90498,63;227738,37;237196,26;13218,69;17826740,67;5132;4865
1501501;Benevides;PA;NO;0;1;0;59,87;71,87;64,59;43,15;72,42;77,74;78;59,33;68,89;68,06;57,82;63,61;34,16;33,2;80,91;24,32;12266,07;438135,89;793986,52;275375,19;1519763,67;1986728,9;30668,86;210822383,4;34053;3495
1501576;Bom Jesus do Tocantins;PA;NO;0;1;1;48,66;55,73;52,35;37,89;59,6;45,46;74,9;42,96;54,02;46,9;61,6;46,9;40,89;23,88;69,35;17,43;90328,34;7013,05;48057,25;86921,76;232320,39;243883,11;14134,87;8614434,13;6435;1229
1501600;Bonito;PA;NO;0;1;0;54,43;70,53;53,12;39,64;66,28;81,92;65,66;68,25;47,69;51,8;59,17;53,81;40,38;25,25;76,63;16,31;27274,15;53348,46;25644,42;64461,19;170728,22;206682,15;12325,25;10855400,05;8070;947
1501709;Bragança;PA;NO;0;1;0;51,07;58,11;57,12;37,98;72,67;33,1;65,78;60,88;56,23;57,9;56,75;57,61;27,03;34,08;77,42;13,4;185794,51;72633,34;465301,81;553560,36;1277290,02;1389572,58;10679;64180714,16;58417;12366
1501725;Brasil Novo;PA;NO;0;1;0;51,51;67,2;54,11;33,22;62,9;68,89;85,51;51,48;64,85;41,42;68,81;41,35;50,96;25,39;43,89;12,65;161865,03;16473,3;90065,22;82254,45;350658;379813,13;25519,93;20679082,97;11179;825
1501758;Brejo Grande do Araguaia;PA;NO;0;1;0;48,23;61,09;46,21;37,38;61,55;73,32;72,18;37,31;52,02;42,71;44,6;45,51;21,06;26,43;72,69;29,35;44232,22;3061,07;22082,25;40113,26;109488,79;115088,44;15643,39;2295569,98;3962;606
1501782;Breu Branco;PA;NO;0;1;0;52,08;59,4;53,75;43,1;70,82;28,83;78,65;59,3;51,72;51,98;60,41;50,89;37,45;27,15;85,22;22,59;127549,7;159464,2;149788,42;278941,98;715744,3;794308,73;11579,35;151752915,2;24620;1663
1501808;Breves;PA;NO;0;1;0;49,3;47,8;55,61;44,48;67,67;25,88;32,96;64,69;45,46;38,36;71,89;66,75;24,44;35,55;81,45;36,49;59886,55;32582,13;230788,46;510879,6;834136,74;893933,28;8572,43;70613859,7;76153;4668
1501907;Bujaru;PA;NO;0;1;0;50,64;61,48;51,45;39;61,81;64,54;61,85;57,72;52,12;35,22;61,68;56,78;33,03;22,33;79,31;21,32;325586,91;21023,4;52274,41;128116,49;527001,22;536730,47;18061,39;17885513,31;21241;434
1501956;Cachoeira do Piriá;PA;NO;0;1;0;45,95;55,17;48,41;34,27;71,71;41,99;54,52;52,45;46,79;37,44;65,81;43,62;18,87;19,82;76,38;22;43546,63;6336,61;28307,91;143826,72;222017,86;227634,16;6447,28;5745029,59;15266;622
1502004;Cachoeira do Arari;PA;NO;0;1;0;50,81;61,51;53,18;37,74;66,72;30,24;72,33;76,77;53,24;32,15;66,93;60,4;29,6;26,51;84,49;10,34;94533,04;7756,19;36127,7;108108,05;246524,98;255830,01;10504,21;8119876,31;16198;166
1502103;Cametá;PA;NO;0;1;0;54,68;65,19;55,25;43,6;69,05;65,35;62,95;63,4;53,32;44,23;61,92;61,55;29,31;36,37;79,63;29,09;428677,85;40133,78;271170,97;596075,38;1336057,97;1393689,6;9897,38;72740564,56;93066;3393
1502152;Canaã dos Carajás;PA;NO;0;1;1;56,91;68,32;62,27;40,13;64,95;65,09;85,16;58,07;58,67;70,79;59,7;59,92;30,81;36,56;49,89;43,26;111000,81;30877741,73;3066394,71;409265,43;34464402,68;34989610,09;894806,28;327062146,5;18514;5423
1502202;Capanema;PA;NO;0;1;0;51,32;53,57;61,16;39,22;70,46;29,55;83,77;30,48;59,42;67,39;61,81;56,04;34,1;41,46;57,49;23,85;144330,75;131428,88;669848,32;275714,13;1221322,08;1427144,39;20438;101349618,2;29237;2064
1502301;Capitão Poço;PA;NO;0;1;0;55,71;61,35;55,2;50,57;63,16;48,23;73,82;60,2;53,73;52,92;60,6;53,54;74,75;30,34;82,05;15,14;131839,77;35356,61;169240,74;237401,1;573838,22;615772,82;11289,26;40445078,75;30557;2606
1502400;Castanhal;PA;NO;0;1;0;55,39;58,36;61,77;46,05;66,78;36,27;88,17;42,22;61,2;71,23;56,59;58,06;41,18;48,49;70,33;24,19;140845,75;642823,73;2195383,03;892125,44;3871177,95;4709312,38;22897,75;463796368;43953;21412
1502509;Chaves;PA;NO;0;1;0;48,19;59,59;48,93;36,06;76,83;19,95;63,06;78,51;40,54;19,52;75,11;60,55;26,56;20,29;74,33;23,08;111397,16;3203,38;14036,86;117335,15;245972,55;248270,22;10269,71;3621461,93;15031;1512
1502608;Colares;PA;NO;0;1;0;53,58;64,1;62,15;34,48;68,66;57,7;68,91;61,14;66,44;56,3;61,92;63,94;15,13;32,4;72,27;18,12;20699,35;2835,43;16851,11;58021,11;98407;100969,32;8293,17;4711442,55;7530;327
1502707;Conceição do Araguaia;PA;NO;0;1;0;50,28;52,11;54,75;43,97;60,39;39,25;84,53;24,27;59,37;60,59;52,09;46,94;20,15;35,46;73,46;46,82;143288,71;30254,23;232473,49;201168,45;607184,88;662825,06;13775,85;68155205,39;6504;6670
1502756;Concórdia do Pará;PA;NO;0;1;0;49,37;55,8;52,34;39,96;71,06;35;60,4;56,73;50,92;46,65;60,05;51,74;55,07;24,41;72,77;7,61;110681,66;17568,81;93596,69;169990,56;391837,72;420235,55;12274,67;16039092,29;20333;692
1502764;Cumaru do Norte;PA;NO;0;1;0;40,64;46,34;40,05;35,51;51,96;43,03;72,35;18,03;51,94;41,72;50,56;15,99;29,27;19,14;73,44;20,2;267033,65;7684,79;52202,86;65093,11;392014,4;406927,48;28975,18;13696497,96;5051;713
1502772;Curionópolis;PA;NO;0;1;1;53,15;57,69;58,16;43,61;55,56;64,7;84,54;25,96;58,44;62,81;58,6;52,78;32,42;35,8;64,28;41,95;108749,68;3061789,87;337598,28;110157,6;3618295,42;3667340,78;206447,92;38034225,99;9947;1709
1502806;Curralinho;PA;NO;0;1;0;48,1;59,69;50,9;33,7;70,22;30,49;73,69;64,35;38,24;29,97;68,03;67,34;17,8;21,13;74;21,88;56014,47;6530,03;34818,31;178793,03;276155,84;282512,4;7951,38;14065971,96;25313;1704
1502855;Curuá;PA;NO;0;1;0;51,64;64,74;54,27;35,91;62,04;53,41;67,87;75,63;59,92;42,43;63,07;51,65;21,15;26;74,23;22,25;45804,71;3550,08;20928,94;75738,07;146021,79;149716,9;10132,44;9705795,44;9219;692
1502905;Curuçá;PA;NO;0;1;0;53,3;69,92;58,87;31,1;63,61;84,95;72,89;58,23;53,72;56,08;63,19;62,49;17,96;28,99;63,52;13,92;103441,16;13686,86;60211,57;178159,02;355498,61;369776,76;8998,53;11073499,08;28463;782
1502939;Dom Eliseu;PA;NO;0;1;0;54,8;71,06;53,6;39,73;66,32;71,25;85,85;60,82;51,42;55,45;60,21;47,3;36,24;36,81;68,52;17,35;233611,58;49662,08;303092,35;257719,03;844085,03;940611,43;15367,96;66116100,65;16155;2591
1502954;Eldorado do Carajás;PA;NO;0;1;1;49,82;58,94;53,71;36,8;58,18;53,54;77,74;46,29;54,1;51,16;55,04;54,54;41,22;23,78;56,14;26,05;156254,47;48345,07;139684,72;163112,14;507396,4;556042,4;16321,07;27321380,26;7077;6033
1503002;Faro;PA;NO;0;1;1;54,47;73,11;55,37;34,91;58,27;67,89;84,22;82,07;60,3;40,77;63,39;57,01;15,5;21,38;80,06;22,72;6823,24;2843,92;17199,98;46458,92;73326,05;76729,91;11041,86;1572311,89;7768;91
1503044;Floresta do Araguaia;PA;NO;0;1;0;49,56;56,38;53,73;38,56;68,41;31,62;71,75;53,73;53,4;48,19;63,39;49,97;29,45;22,27;74,06;28,47;260687,23;116728,34;95087,58;99190,14;571693,3;602622,89;29053,27;19098275,61;8930;1695
1503077;Garrafão do Norte;PA;NO;0;1;1;51,22;57,72;53,63;42,3;69,64;48,76;59,18;53,31;54,41;47,72;58,87;53,52;46,45;22,09;68,38;32,28;75424,66;9990,9;49008,46;130160;264584,03;276032,65;10553,72;26716580,23;15124;839
1503093;Goianésia do Pará;PA;NO;0;1;0;47,05;53,77;47,67;39,71;72,56;45,52;70,94;26,06;48,21;53,46;45,24;43,76;42,02;25,03;64,64;27,14;168148,98;16662,37;107078,69;183720,21;475610,25;506638,18;12156,01;14730256,42;11399;2429
1503101;Gurupá;PA;NO;0;1;0;51,13;63,54;47,18;42,66;64,19;42,94;71,1;75,94;38,13;17,38;67,03;66,16;34,84;27,69;82,65;25,47;79022,9;8426,72;45322,74;193239,4;326011,76;334287,02;9795,38;3934535,91;26855;1285
1503200;Igarapé-Açu;PA;NO;0;1;0;47,43;59,79;53,98;28,5;63,1;61,72;75,3;39,03;56,33;55,97;49,37;54,27;19,42;29,26;46,01;19,32;82651,33;30206,45;108507,86;160245,76;381611,4;415894,01;10600,35;24628976,07;19497;2013
1503309;Igarapé-Miri;PA;NO;0;1;0;47,28;43,83;58,74;39,28;57,26;22,01;68,46;27,57;58,99;47,17;63,18;65,59;20,79;33,02;82,01;21,32;188507,34;38042,58;126217,96;297945,45;650713,33;691233,36;10908,41;65388824,59;36552;5020
